echo 0000 | nc 10.212.175.197 8000
echo 8698 | nc 10.212.175.197 8000
echo 8699 | nc 10.212.175.197 8000
echo 8700 | nc 10.212.175.197 8000
echo 8701 | nc 10.212.175.197 8000
echo 8702 | nc 10.212.175.197 8000
echo 8703 | nc 10.212.175.197 8000
echo 8704 | nc 10.212.175.197 8000
echo 8705 | nc 10.212.175.197 8000
echo 8706 | nc 10.212.175.197 8000
echo 8707 | nc 10.212.175.197 8000
echo 8708 | nc 10.212.175.197 8000
echo 8709 | nc 10.212.175.197 8000
echo 8710 | nc 10.212.175.197 8000
echo 8711 | nc 10.212.175.197 8000
echo 8712 | nc 10.212.175.197 8000
echo 8713 | nc 10.212.175.197 8000
echo 8714 | nc 10.212.175.197 8000
echo 8715 | nc 10.212.175.197 8000
echo 8716 | nc 10.212.175.197 8000
echo 8717 | nc 10.212.175.197 8000
echo 8718 | nc 10.212.175.197 8000
echo 8719 | nc 10.212.175.197 8000
echo 8720 | nc 10.212.175.197 8000
echo 8721 | nc 10.212.175.197 8000
echo 8722 | nc 10.212.175.197 8000
echo 8723 | nc 10.212.175.197 8000
echo 8724 | nc 10.212.175.197 8000
echo 8725 | nc 10.212.175.197 8000
echo 8726 | nc 10.212.175.197 8000
echo 8727 | nc 10.212.175.197 8000
echo 8728 | nc 10.212.175.197 8000
echo 8729 | nc 10.212.175.197 8000
echo 8730 | nc 10.212.175.197 8000
echo 8731 | nc 10.212.175.197 8000
echo 8732 | nc 10.212.175.197 8000
echo 8733 | nc 10.212.175.197 8000
echo 8734 | nc 10.212.175.197 8000
echo 8735 | nc 10.212.175.197 8000
echo 8736 | nc 10.212.175.197 8000
echo 8737 | nc 10.212.175.197 8000
echo 8738 | nc 10.212.175.197 8000
echo 8739 | nc 10.212.175.197 8000
echo 8740 | nc 10.212.175.197 8000
echo 8741 | nc 10.212.175.197 8000
echo 8742 | nc 10.212.175.197 8000
echo 8743 | nc 10.212.175.197 8000
echo 8744 | nc 10.212.175.197 8000
echo 8745 | nc 10.212.175.197 8000
echo 8746 | nc 10.212.175.197 8000
echo 8747 | nc 10.212.175.197 8000
echo 8748 | nc 10.212.175.197 8000
echo 8749 | nc 10.212.175.197 8000
echo 8750 | nc 10.212.175.197 8000
echo 8751 | nc 10.212.175.197 8000
echo 8752 | nc 10.212.175.197 8000
echo 8753 | nc 10.212.175.197 8000
echo 8754 | nc 10.212.175.197 8000
echo 8755 | nc 10.212.175.197 8000
echo 8756 | nc 10.212.175.197 8000
echo 8757 | nc 10.212.175.197 8000
echo 8758 | nc 10.212.175.197 8000
echo 8759 | nc 10.212.175.197 8000
echo 8760 | nc 10.212.175.197 8000
echo 8761 | nc 10.212.175.197 8000
echo 8762 | nc 10.212.175.197 8000
echo 8763 | nc 10.212.175.197 8000
echo 8764 | nc 10.212.175.197 8000
echo 8765 | nc 10.212.175.197 8000
echo 8766 | nc 10.212.175.197 8000
echo 8767 | nc 10.212.175.197 8000
echo 8768 | nc 10.212.175.197 8000
echo 8769 | nc 10.212.175.197 8000
echo 8770 | nc 10.212.175.197 8000
echo 8771 | nc 10.212.175.197 8000
echo 8772 | nc 10.212.175.197 8000
echo 8773 | nc 10.212.175.197 8000
echo 8774 | nc 10.212.175.197 8000
echo 8775 | nc 10.212.175.197 8000
echo 8776 | nc 10.212.175.197 8000
echo 8777 | nc 10.212.175.197 8000
echo 8778 | nc 10.212.175.197 8000
echo 8779 | nc 10.212.175.197 8000
echo 8780 | nc 10.212.175.197 8000
echo 8781 | nc 10.212.175.197 8000
echo 8782 | nc 10.212.175.197 8000
echo 8783 | nc 10.212.175.197 8000
echo 8784 | nc 10.212.175.197 8000
echo 8785 | nc 10.212.175.197 8000
echo 8786 | nc 10.212.175.197 8000
echo 8787 | nc 10.212.175.197 8000
echo 8788 | nc 10.212.175.197 8000
echo 8789 | nc 10.212.175.197 8000
echo 8790 | nc 10.212.175.197 8000
echo 8791 | nc 10.212.175.197 8000
echo 8792 | nc 10.212.175.197 8000
echo 8793 | nc 10.212.175.197 8000
echo 8794 | nc 10.212.175.197 8000
echo 8795 | nc 10.212.175.197 8000
echo 8796 | nc 10.212.175.197 8000
echo 8797 | nc 10.212.175.197 8000
echo 8798 | nc 10.212.175.197 8000
echo 8799 | nc 10.212.175.197 8000
echo 8800 | nc 10.212.175.197 8000
echo 8801 | nc 10.212.175.197 8000
echo 8802 | nc 10.212.175.197 8000
echo 8803 | nc 10.212.175.197 8000
echo 8804 | nc 10.212.175.197 8000
echo 8805 | nc 10.212.175.197 8000
echo 8806 | nc 10.212.175.197 8000
echo 8807 | nc 10.212.175.197 8000
echo 8808 | nc 10.212.175.197 8000
echo 8809 | nc 10.212.175.197 8000
echo 8810 | nc 10.212.175.197 8000
echo 8811 | nc 10.212.175.197 8000
echo 8812 | nc 10.212.175.197 8000
echo 8813 | nc 10.212.175.197 8000
echo 8814 | nc 10.212.175.197 8000
echo 8815 | nc 10.212.175.197 8000
echo 8816 | nc 10.212.175.197 8000
echo 8817 | nc 10.212.175.197 8000
echo 8818 | nc 10.212.175.197 8000
echo 8819 | nc 10.212.175.197 8000
echo 8820 | nc 10.212.175.197 8000
echo 8821 | nc 10.212.175.197 8000
echo 8822 | nc 10.212.175.197 8000
echo 8823 | nc 10.212.175.197 8000
echo 8824 | nc 10.212.175.197 8000
echo 8825 | nc 10.212.175.197 8000
echo 8826 | nc 10.212.175.197 8000
echo 8827 | nc 10.212.175.197 8000
echo 8828 | nc 10.212.175.197 8000
echo 8829 | nc 10.212.175.197 8000
echo 8830 | nc 10.212.175.197 8000
echo 8831 | nc 10.212.175.197 8000
echo 8832 | nc 10.212.175.197 8000
echo 8833 | nc 10.212.175.197 8000
echo 8834 | nc 10.212.175.197 8000
echo 8835 | nc 10.212.175.197 8000
echo 8836 | nc 10.212.175.197 8000
echo 8837 | nc 10.212.175.197 8000
echo 8838 | nc 10.212.175.197 8000
echo 8839 | nc 10.212.175.197 8000
echo 8840 | nc 10.212.175.197 8000
echo 8841 | nc 10.212.175.197 8000
echo 8842 | nc 10.212.175.197 8000
echo 8843 | nc 10.212.175.197 8000
echo 8844 | nc 10.212.175.197 8000
echo 8845 | nc 10.212.175.197 8000
echo 8846 | nc 10.212.175.197 8000
echo 8847 | nc 10.212.175.197 8000
echo 8848 | nc 10.212.175.197 8000
echo 8849 | nc 10.212.175.197 8000
echo 8850 | nc 10.212.175.197 8000
echo 8851 | nc 10.212.175.197 8000
echo 8852 | nc 10.212.175.197 8000
echo 8853 | nc 10.212.175.197 8000
echo 8854 | nc 10.212.175.197 8000
echo 8855 | nc 10.212.175.197 8000
echo 8856 | nc 10.212.175.197 8000
echo 8857 | nc 10.212.175.197 8000
echo 8858 | nc 10.212.175.197 8000
echo 8859 | nc 10.212.175.197 8000
echo 8860 | nc 10.212.175.197 8000
echo 8861 | nc 10.212.175.197 8000
echo 8862 | nc 10.212.175.197 8000
echo 8863 | nc 10.212.175.197 8000
echo 8864 | nc 10.212.175.197 8000
echo 8865 | nc 10.212.175.197 8000
echo 8866 | nc 10.212.175.197 8000
echo 8867 | nc 10.212.175.197 8000
echo 8868 | nc 10.212.175.197 8000
echo 8869 | nc 10.212.175.197 8000
echo 8870 | nc 10.212.175.197 8000
echo 8871 | nc 10.212.175.197 8000
echo 8872 | nc 10.212.175.197 8000
echo 8873 | nc 10.212.175.197 8000
echo 8874 | nc 10.212.175.197 8000
echo 8875 | nc 10.212.175.197 8000
echo 8876 | nc 10.212.175.197 8000
echo 8877 | nc 10.212.175.197 8000
echo 8878 | nc 10.212.175.197 8000
echo 8879 | nc 10.212.175.197 8000
echo 8880 | nc 10.212.175.197 8000
echo 8881 | nc 10.212.175.197 8000
echo 8882 | nc 10.212.175.197 8000
echo 8883 | nc 10.212.175.197 8000
echo 8884 | nc 10.212.175.197 8000
echo 8885 | nc 10.212.175.197 8000
echo 8886 | nc 10.212.175.197 8000
echo 8887 | nc 10.212.175.197 8000
echo 8888 | nc 10.212.175.197 8000
echo 8889 | nc 10.212.175.197 8000
echo 8890 | nc 10.212.175.197 8000
echo 8891 | nc 10.212.175.197 8000
echo 8892 | nc 10.212.175.197 8000
echo 8893 | nc 10.212.175.197 8000
echo 8894 | nc 10.212.175.197 8000
echo 8895 | nc 10.212.175.197 8000
echo 8896 | nc 10.212.175.197 8000
echo 8897 | nc 10.212.175.197 8000
echo 8898 | nc 10.212.175.197 8000
echo 8899 | nc 10.212.175.197 8000
echo 8900 | nc 10.212.175.197 8000
echo 8901 | nc 10.212.175.197 8000
echo 8902 | nc 10.212.175.197 8000
echo 8903 | nc 10.212.175.197 8000
echo 8904 | nc 10.212.175.197 8000
echo 8905 | nc 10.212.175.197 8000
echo 8906 | nc 10.212.175.197 8000
echo 8907 | nc 10.212.175.197 8000
echo 8908 | nc 10.212.175.197 8000
echo 8909 | nc 10.212.175.197 8000
echo 8910 | nc 10.212.175.197 8000
echo 8911 | nc 10.212.175.197 8000
echo 8912 | nc 10.212.175.197 8000
echo 8913 | nc 10.212.175.197 8000
echo 8914 | nc 10.212.175.197 8000
echo 8915 | nc 10.212.175.197 8000
echo 8916 | nc 10.212.175.197 8000
echo 8917 | nc 10.212.175.197 8000
echo 8918 | nc 10.212.175.197 8000
echo 8919 | nc 10.212.175.197 8000
echo 8920 | nc 10.212.175.197 8000
echo 8921 | nc 10.212.175.197 8000
echo 8922 | nc 10.212.175.197 8000
echo 8923 | nc 10.212.175.197 8000
echo 8924 | nc 10.212.175.197 8000
echo 8925 | nc 10.212.175.197 8000
echo 8926 | nc 10.212.175.197 8000
echo 8927 | nc 10.212.175.197 8000
echo 8928 | nc 10.212.175.197 8000
echo 8929 | nc 10.212.175.197 8000
echo 8930 | nc 10.212.175.197 8000
echo 8931 | nc 10.212.175.197 8000
echo 8932 | nc 10.212.175.197 8000
echo 8933 | nc 10.212.175.197 8000
echo 8934 | nc 10.212.175.197 8000
echo 8935 | nc 10.212.175.197 8000
echo 8936 | nc 10.212.175.197 8000
echo 8937 | nc 10.212.175.197 8000
echo 8938 | nc 10.212.175.197 8000
echo 8939 | nc 10.212.175.197 8000
echo 8940 | nc 10.212.175.197 8000
echo 8941 | nc 10.212.175.197 8000
echo 8942 | nc 10.212.175.197 8000
echo 8943 | nc 10.212.175.197 8000
echo 8944 | nc 10.212.175.197 8000
echo 8945 | nc 10.212.175.197 8000
echo 8946 | nc 10.212.175.197 8000
echo 8947 | nc 10.212.175.197 8000
echo 8948 | nc 10.212.175.197 8000
echo 8949 | nc 10.212.175.197 8000
echo 8950 | nc 10.212.175.197 8000
echo 8951 | nc 10.212.175.197 8000
echo 8952 | nc 10.212.175.197 8000
echo 8953 | nc 10.212.175.197 8000
echo 8954 | nc 10.212.175.197 8000
echo 8955 | nc 10.212.175.197 8000
echo 8956 | nc 10.212.175.197 8000
echo 8957 | nc 10.212.175.197 8000
echo 8958 | nc 10.212.175.197 8000
echo 8959 | nc 10.212.175.197 8000
echo 8960 | nc 10.212.175.197 8000
echo 8961 | nc 10.212.175.197 8000
echo 8962 | nc 10.212.175.197 8000
echo 8963 | nc 10.212.175.197 8000
echo 8964 | nc 10.212.175.197 8000
echo 8965 | nc 10.212.175.197 8000
echo 8966 | nc 10.212.175.197 8000
echo 8967 | nc 10.212.175.197 8000
echo 8968 | nc 10.212.175.197 8000
echo 8969 | nc 10.212.175.197 8000
echo 8970 | nc 10.212.175.197 8000
echo 8971 | nc 10.212.175.197 8000
echo 8972 | nc 10.212.175.197 8000
echo 8973 | nc 10.212.175.197 8000
echo 8974 | nc 10.212.175.197 8000
echo 8975 | nc 10.212.175.197 8000
echo 8976 | nc 10.212.175.197 8000
echo 8977 | nc 10.212.175.197 8000
echo 8978 | nc 10.212.175.197 8000
echo 8979 | nc 10.212.175.197 8000
echo 8980 | nc 10.212.175.197 8000
echo 8981 | nc 10.212.175.197 8000
echo 8982 | nc 10.212.175.197 8000
echo 8983 | nc 10.212.175.197 8000
echo 8984 | nc 10.212.175.197 8000
echo 8985 | nc 10.212.175.197 8000
echo 8986 | nc 10.212.175.197 8000
echo 8987 | nc 10.212.175.197 8000
echo 8988 | nc 10.212.175.197 8000
echo 8989 | nc 10.212.175.197 8000
echo 8990 | nc 10.212.175.197 8000
echo 8991 | nc 10.212.175.197 8000
echo 8992 | nc 10.212.175.197 8000
echo 8993 | nc 10.212.175.197 8000
echo 8994 | nc 10.212.175.197 8000
echo 8995 | nc 10.212.175.197 8000
echo 8996 | nc 10.212.175.197 8000
echo 8997 | nc 10.212.175.197 8000
echo 8998 | nc 10.212.175.197 8000
echo 8999 | nc 10.212.175.197 8000
echo 9000 | nc 10.212.175.197 8000
echo 9001 | nc 10.212.175.197 8000
echo 9002 | nc 10.212.175.197 8000
echo 9003 | nc 10.212.175.197 8000
echo 9004 | nc 10.212.175.197 8000
echo 9005 | nc 10.212.175.197 8000
echo 9006 | nc 10.212.175.197 8000
echo 9007 | nc 10.212.175.197 8000
echo 9008 | nc 10.212.175.197 8000
echo 9009 | nc 10.212.175.197 8000
echo 9010 | nc 10.212.175.197 8000
echo 9011 | nc 10.212.175.197 8000
echo 9012 | nc 10.212.175.197 8000
echo 9013 | nc 10.212.175.197 8000
echo 9014 | nc 10.212.175.197 8000
echo 9015 | nc 10.212.175.197 8000
echo 9016 | nc 10.212.175.197 8000
echo 9017 | nc 10.212.175.197 8000
echo 9018 | nc 10.212.175.197 8000
echo 9019 | nc 10.212.175.197 8000
echo 9020 | nc 10.212.175.197 8000
echo 9021 | nc 10.212.175.197 8000
echo 9022 | nc 10.212.175.197 8000
echo 9023 | nc 10.212.175.197 8000
echo 9024 | nc 10.212.175.197 8000
echo 9025 | nc 10.212.175.197 8000
echo 9026 | nc 10.212.175.197 8000
echo 9027 | nc 10.212.175.197 8000
echo 9028 | nc 10.212.175.197 8000
echo 9029 | nc 10.212.175.197 8000
echo 9030 | nc 10.212.175.197 8000
echo 9031 | nc 10.212.175.197 8000
echo 9032 | nc 10.212.175.197 8000
echo 9033 | nc 10.212.175.197 8000
echo 9034 | nc 10.212.175.197 8000
echo 9035 | nc 10.212.175.197 8000
echo 9036 | nc 10.212.175.197 8000
echo 9037 | nc 10.212.175.197 8000
echo 9038 | nc 10.212.175.197 8000
echo 9039 | nc 10.212.175.197 8000
echo 9040 | nc 10.212.175.197 8000
echo 9041 | nc 10.212.175.197 8000
echo 9042 | nc 10.212.175.197 8000
echo 9043 | nc 10.212.175.197 8000
echo 9044 | nc 10.212.175.197 8000
echo 9045 | nc 10.212.175.197 8000
echo 9046 | nc 10.212.175.197 8000
echo 9047 | nc 10.212.175.197 8000
echo 9048 | nc 10.212.175.197 8000
echo 9049 | nc 10.212.175.197 8000
echo 9050 | nc 10.212.175.197 8000
echo 9051 | nc 10.212.175.197 8000
echo 9052 | nc 10.212.175.197 8000
echo 9053 | nc 10.212.175.197 8000
echo 9054 | nc 10.212.175.197 8000
echo 9055 | nc 10.212.175.197 8000
echo 9056 | nc 10.212.175.197 8000
echo 9057 | nc 10.212.175.197 8000
echo 9058 | nc 10.212.175.197 8000
echo 9059 | nc 10.212.175.197 8000
echo 9060 | nc 10.212.175.197 8000
echo 9061 | nc 10.212.175.197 8000
echo 9062 | nc 10.212.175.197 8000
echo 9063 | nc 10.212.175.197 8000
echo 9064 | nc 10.212.175.197 8000
echo 9065 | nc 10.212.175.197 8000
echo 9066 | nc 10.212.175.197 8000
echo 9067 | nc 10.212.175.197 8000
echo 9068 | nc 10.212.175.197 8000
echo 9069 | nc 10.212.175.197 8000
echo 9070 | nc 10.212.175.197 8000
echo 9071 | nc 10.212.175.197 8000
echo 9072 | nc 10.212.175.197 8000
echo 9073 | nc 10.212.175.197 8000
echo 9074 | nc 10.212.175.197 8000
echo 9075 | nc 10.212.175.197 8000
echo 9076 | nc 10.212.175.197 8000
echo 9077 | nc 10.212.175.197 8000
echo 9078 | nc 10.212.175.197 8000
echo 9079 | nc 10.212.175.197 8000
echo 9080 | nc 10.212.175.197 8000
echo 9081 | nc 10.212.175.197 8000
echo 9082 | nc 10.212.175.197 8000
echo 9083 | nc 10.212.175.197 8000
echo 9084 | nc 10.212.175.197 8000
echo 9085 | nc 10.212.175.197 8000
echo 9086 | nc 10.212.175.197 8000
echo 9087 | nc 10.212.175.197 8000
echo 9088 | nc 10.212.175.197 8000
echo 9089 | nc 10.212.175.197 8000
echo 9090 | nc 10.212.175.197 8000
echo 9091 | nc 10.212.175.197 8000
echo 9092 | nc 10.212.175.197 8000
echo 9093 | nc 10.212.175.197 8000
echo 9094 | nc 10.212.175.197 8000
echo 9095 | nc 10.212.175.197 8000
echo 9096 | nc 10.212.175.197 8000
echo 9097 | nc 10.212.175.197 8000
echo 9098 | nc 10.212.175.197 8000
echo 9099 | nc 10.212.175.197 8000
echo 9100 | nc 10.212.175.197 8000
echo 9101 | nc 10.212.175.197 8000
echo 9102 | nc 10.212.175.197 8000
echo 9103 | nc 10.212.175.197 8000
echo 9104 | nc 10.212.175.197 8000
echo 9105 | nc 10.212.175.197 8000
echo 9106 | nc 10.212.175.197 8000
echo 9107 | nc 10.212.175.197 8000
echo 9108 | nc 10.212.175.197 8000
echo 9109 | nc 10.212.175.197 8000
echo 9110 | nc 10.212.175.197 8000
echo 9111 | nc 10.212.175.197 8000
echo 9112 | nc 10.212.175.197 8000
echo 9113 | nc 10.212.175.197 8000
echo 9114 | nc 10.212.175.197 8000
echo 9115 | nc 10.212.175.197 8000
echo 9116 | nc 10.212.175.197 8000
echo 9117 | nc 10.212.175.197 8000
echo 9118 | nc 10.212.175.197 8000
echo 9119 | nc 10.212.175.197 8000
echo 9120 | nc 10.212.175.197 8000
echo 9121 | nc 10.212.175.197 8000
echo 9122 | nc 10.212.175.197 8000
echo 9123 | nc 10.212.175.197 8000
echo 9124 | nc 10.212.175.197 8000
echo 9125 | nc 10.212.175.197 8000
echo 9126 | nc 10.212.175.197 8000
echo 9127 | nc 10.212.175.197 8000
echo 9128 | nc 10.212.175.197 8000
echo 9129 | nc 10.212.175.197 8000
echo 9130 | nc 10.212.175.197 8000
echo 9131 | nc 10.212.175.197 8000
echo 9132 | nc 10.212.175.197 8000
echo 9133 | nc 10.212.175.197 8000
echo 9134 | nc 10.212.175.197 8000
echo 9135 | nc 10.212.175.197 8000
echo 9136 | nc 10.212.175.197 8000
echo 9137 | nc 10.212.175.197 8000
echo 9138 | nc 10.212.175.197 8000
echo 9139 | nc 10.212.175.197 8000
echo 9140 | nc 10.212.175.197 8000
echo 9141 | nc 10.212.175.197 8000
echo 9142 | nc 10.212.175.197 8000
echo 9143 | nc 10.212.175.197 8000
echo 9144 | nc 10.212.175.197 8000
echo 9145 | nc 10.212.175.197 8000
echo 9146 | nc 10.212.175.197 8000
echo 9147 | nc 10.212.175.197 8000
echo 9148 | nc 10.212.175.197 8000
echo 9149 | nc 10.212.175.197 8000
echo 9150 | nc 10.212.175.197 8000
echo 9151 | nc 10.212.175.197 8000
echo 9152 | nc 10.212.175.197 8000
echo 9153 | nc 10.212.175.197 8000
echo 9154 | nc 10.212.175.197 8000
echo 9155 | nc 10.212.175.197 8000
echo 9156 | nc 10.212.175.197 8000
echo 9157 | nc 10.212.175.197 8000
echo 9158 | nc 10.212.175.197 8000
echo 9159 | nc 10.212.175.197 8000
echo 9160 | nc 10.212.175.197 8000
echo 9161 | nc 10.212.175.197 8000
echo 9162 | nc 10.212.175.197 8000
echo 9163 | nc 10.212.175.197 8000
echo 9164 | nc 10.212.175.197 8000
echo 9165 | nc 10.212.175.197 8000
echo 9166 | nc 10.212.175.197 8000
echo 9167 | nc 10.212.175.197 8000
echo 9168 | nc 10.212.175.197 8000
echo 9169 | nc 10.212.175.197 8000
echo 9170 | nc 10.212.175.197 8000
echo 9171 | nc 10.212.175.197 8000
echo 9172 | nc 10.212.175.197 8000
echo 9173 | nc 10.212.175.197 8000
echo 9174 | nc 10.212.175.197 8000
echo 9175 | nc 10.212.175.197 8000
echo 9176 | nc 10.212.175.197 8000
echo 9177 | nc 10.212.175.197 8000
echo 9178 | nc 10.212.175.197 8000
echo 9179 | nc 10.212.175.197 8000
echo 9180 | nc 10.212.175.197 8000
echo 9181 | nc 10.212.175.197 8000
echo 9182 | nc 10.212.175.197 8000
echo 9183 | nc 10.212.175.197 8000
echo 9184 | nc 10.212.175.197 8000
echo 9185 | nc 10.212.175.197 8000
echo 9186 | nc 10.212.175.197 8000
echo 9187 | nc 10.212.175.197 8000
echo 9188 | nc 10.212.175.197 8000
echo 9189 | nc 10.212.175.197 8000
echo 9190 | nc 10.212.175.197 8000
echo 9191 | nc 10.212.175.197 8000
echo 9192 | nc 10.212.175.197 8000
echo 9193 | nc 10.212.175.197 8000
echo 9194 | nc 10.212.175.197 8000
echo 9195 | nc 10.212.175.197 8000
echo 9196 | nc 10.212.175.197 8000
echo 9197 | nc 10.212.175.197 8000
echo 9198 | nc 10.212.175.197 8000
echo 9199 | nc 10.212.175.197 8000
echo 9200 | nc 10.212.175.197 8000
echo 9201 | nc 10.212.175.197 8000
echo 9202 | nc 10.212.175.197 8000
echo 9203 | nc 10.212.175.197 8000
echo 9204 | nc 10.212.175.197 8000
echo 9205 | nc 10.212.175.197 8000
echo 9206 | nc 10.212.175.197 8000
echo 9207 | nc 10.212.175.197 8000
echo 9208 | nc 10.212.175.197 8000
echo 9209 | nc 10.212.175.197 8000
echo 9210 | nc 10.212.175.197 8000
echo 9211 | nc 10.212.175.197 8000
echo 9212 | nc 10.212.175.197 8000
echo 9213 | nc 10.212.175.197 8000
echo 9214 | nc 10.212.175.197 8000
echo 9215 | nc 10.212.175.197 8000
echo 9216 | nc 10.212.175.197 8000
echo 9217 | nc 10.212.175.197 8000
echo 9218 | nc 10.212.175.197 8000
echo 9219 | nc 10.212.175.197 8000
echo 9220 | nc 10.212.175.197 8000
echo 9221 | nc 10.212.175.197 8000
echo 9222 | nc 10.212.175.197 8000
echo 9223 | nc 10.212.175.197 8000
echo 9224 | nc 10.212.175.197 8000
echo 9225 | nc 10.212.175.197 8000
echo 9226 | nc 10.212.175.197 8000
echo 9227 | nc 10.212.175.197 8000
echo 9228 | nc 10.212.175.197 8000
echo 9229 | nc 10.212.175.197 8000
echo 9230 | nc 10.212.175.197 8000
echo 9231 | nc 10.212.175.197 8000
echo 9232 | nc 10.212.175.197 8000
echo 9233 | nc 10.212.175.197 8000
echo 9234 | nc 10.212.175.197 8000
echo 9235 | nc 10.212.175.197 8000
echo 9236 | nc 10.212.175.197 8000
echo 9237 | nc 10.212.175.197 8000
echo 9238 | nc 10.212.175.197 8000
echo 9239 | nc 10.212.175.197 8000
echo 9240 | nc 10.212.175.197 8000
echo 9241 | nc 10.212.175.197 8000
echo 9242 | nc 10.212.175.197 8000
echo 9243 | nc 10.212.175.197 8000
echo 9244 | nc 10.212.175.197 8000
echo 9245 | nc 10.212.175.197 8000
echo 9246 | nc 10.212.175.197 8000
echo 9247 | nc 10.212.175.197 8000
echo 9248 | nc 10.212.175.197 8000
echo 9249 | nc 10.212.175.197 8000
echo 9250 | nc 10.212.175.197 8000
echo 9251 | nc 10.212.175.197 8000
echo 9252 | nc 10.212.175.197 8000
echo 9253 | nc 10.212.175.197 8000
echo 9254 | nc 10.212.175.197 8000
echo 9255 | nc 10.212.175.197 8000
echo 9256 | nc 10.212.175.197 8000
echo 9257 | nc 10.212.175.197 8000
echo 9258 | nc 10.212.175.197 8000
echo 9259 | nc 10.212.175.197 8000
echo 9260 | nc 10.212.175.197 8000
echo 9261 | nc 10.212.175.197 8000
echo 9262 | nc 10.212.175.197 8000
echo 9263 | nc 10.212.175.197 8000
echo 9264 | nc 10.212.175.197 8000
echo 9265 | nc 10.212.175.197 8000
echo 9266 | nc 10.212.175.197 8000
echo 9267 | nc 10.212.175.197 8000
echo 9268 | nc 10.212.175.197 8000
echo 9269 | nc 10.212.175.197 8000
echo 9270 | nc 10.212.175.197 8000
echo 9271 | nc 10.212.175.197 8000
echo 9272 | nc 10.212.175.197 8000
echo 9273 | nc 10.212.175.197 8000
echo 9274 | nc 10.212.175.197 8000
echo 9275 | nc 10.212.175.197 8000
echo 9276 | nc 10.212.175.197 8000
echo 9277 | nc 10.212.175.197 8000
echo 9278 | nc 10.212.175.197 8000
echo 9279 | nc 10.212.175.197 8000
echo 9280 | nc 10.212.175.197 8000
echo 9281 | nc 10.212.175.197 8000
echo 9282 | nc 10.212.175.197 8000
echo 9283 | nc 10.212.175.197 8000
echo 9284 | nc 10.212.175.197 8000
echo 9285 | nc 10.212.175.197 8000
echo 9286 | nc 10.212.175.197 8000
echo 9287 | nc 10.212.175.197 8000
echo 9288 | nc 10.212.175.197 8000
echo 9289 | nc 10.212.175.197 8000
echo 9290 | nc 10.212.175.197 8000
echo 9291 | nc 10.212.175.197 8000
echo 9292 | nc 10.212.175.197 8000
echo 9293 | nc 10.212.175.197 8000
echo 9294 | nc 10.212.175.197 8000
echo 9295 | nc 10.212.175.197 8000
echo 9296 | nc 10.212.175.197 8000
echo 9297 | nc 10.212.175.197 8000
echo 9298 | nc 10.212.175.197 8000
echo 9299 | nc 10.212.175.197 8000
echo 9300 | nc 10.212.175.197 8000
echo 9301 | nc 10.212.175.197 8000
echo 9302 | nc 10.212.175.197 8000
echo 9303 | nc 10.212.175.197 8000
echo 9304 | nc 10.212.175.197 8000
echo 9305 | nc 10.212.175.197 8000
echo 9306 | nc 10.212.175.197 8000
echo 9307 | nc 10.212.175.197 8000
echo 9308 | nc 10.212.175.197 8000
echo 9309 | nc 10.212.175.197 8000
echo 9310 | nc 10.212.175.197 8000
echo 9311 | nc 10.212.175.197 8000
echo 9312 | nc 10.212.175.197 8000
echo 9313 | nc 10.212.175.197 8000
echo 9314 | nc 10.212.175.197 8000
echo 9315 | nc 10.212.175.197 8000
echo 9316 | nc 10.212.175.197 8000
echo 9317 | nc 10.212.175.197 8000
echo 9318 | nc 10.212.175.197 8000
